,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
7441,NV,9068.0,No,Premium,College,Employed,M,78250,Suburban,Married,114,7.0,66,0.0,6,Personal Auto,Personal L3,Offer2,Branch,547.0,Four-Door Car,Medsize,January
7442,CA,7519.0,No,Basic,Bachelor,Employed,F,32397,Rural,Married,190,14.0,95,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,335.0,Luxury SUV,Small,January
7443,CA,9190.0,No,Basic,Doctor,Employed,M,99443,Rural,Married,117,6.0,6,4.0,5,Personal Auto,Personal L2,Offer3,Branch,228.0,SUV,Medsize,February
7444,OR,67907.0,No,Premium,Bachelor,Employed,M,78310,Rural,Married,192,34.0,18,1.0,2,Personal Auto,Personal L1,Offer1,Agent,152.0,Sports Car,Medsize,February
7445,OR,8697.0,No,Basic,High School or Below,Employed,M,91423,Urban,Married,109,3.0,71,1.0,5,Personal Auto,Personal L2,Offer1,Web,436.0,SUV,Medsize,February
7446,AZ,35444.0,No,Extended,College,Employed,M,96853,Suburban,Divorced,98,34.0,68,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,566.0,Two-Door Car,Medsize,January
7447,CA,5166.0,No,Basic,High School or Below,Employed,M,43461,Suburban,Married,64,24.0,47,0.0,6,Personal Auto,Personal L3,Offer3,Branch,307.0,Two-Door Car,Large,February
7448,CA,7849.0,No,Extended,College,Employed,F,54431,Urban,Married,97,19.0,62,0.0,3,Personal Auto,Personal L3,Offer1,Agent,284.0,Four-Door Car,Medsize,February
7449,OR,5140.0,No,Extended,College,Retired,M,26952,Suburban,Divorced,76,1.0,0,1.0,8,Corporate Auto,Corporate L1,Offer1,Branch,365.0,Four-Door Car,Medsize,January
7450,CA,2615.0,No,Basic,Bachelor,Employed,F,24914,Rural,Married,66,6.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Web,139.0,Four-Door Car,Medsize,February
7451,OR,8550.0,No,Basic,College,Employed,M,21733,Suburban,Single,73,17.0,37,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,526.0,Four-Door Car,Medsize,February
7452,AZ,10057.0,No,Extended,Bachelor,Disabled,M,16097,Suburban,Single,139,7.0,6,0.0,7,Personal Auto,Personal L1,Offer1,Branch,1001.0,Sports Car,Medsize,January
7453,OR,3861.0,Yes,Extended,College,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L2,Offer2,Branch,281.0,Four-Door Car,Medsize,January
7454,CA,2692.0,No,Basic,Bachelor,Employed,M,34322,Suburban,Married,70,20.0,46,2.0,1,Corporate Auto,Corporate L2,Offer2,Agent,336.0,Four-Door Car,Medsize,January
7455,CA,2441.0,No,Basic,College,Unemployed,F,0,Suburban,Married,65,7.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize,February
7456,OR,4549.0,No,Basic,Bachelor,Medical Leave,F,23650,Rural,Married,61,5.0,10,2.0,3,Personal Auto,Personal L2,Offer1,Agent,14.0,Four-Door Car,Medsize,January
7457,CA,4468.0,No,Basic,College,Unemployed,M,0,Suburban,Single,64,10.0,34,0.0,4,Corporate Auto,Corporate L3,Offer3,Call Center,307.0,Four-Door Car,Medsize,January
7458,CA,3345.0,No,Extended,College,Employed,F,33243,Rural,Married,85,13.0,19,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,25.0,Four-Door Car,Small,February
7459,CA,8794.0,No,Basic,High School or Below,Employed,M,72897,Suburban,Married,73,26.0,96,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,508.0,Two-Door Car,Medsize,January
7460,CA,26570.0,No,Basic,Master,Unemployed,M,0,Suburban,Married,100,16.0,36,0.0,2,Personal Auto,Personal L3,Offer1,Agent,480.0,Sports Car,Large,February
7461,AZ,4306.0,No,Basic,High School or Below,Employed,M,24188,Suburban,Married,109,14.0,82,0.0,1,Personal Auto,Personal L3,Offer1,Agent,523.0,Sports Car,Medsize,January
7462,OR,3347.0,No,Extended,High School or Below,Employed,F,37138,Suburban,Single,85,4.0,13,0.0,1,Personal Auto,Personal L2,Offer1,Branch,612.0,Two-Door Car,Medsize,February
7463,CA,10627.0,No,Extended,High School or Below,Medical Leave,F,27339,Rural,Divorced,97,0.0,37,2.0,2,Personal Auto,Personal L3,Offer1,Branch,45.0,Two-Door Car,Medsize,January
7464,WA,3424.0,No,Extended,College,Disabled,F,29958,Suburban,Married,90,8.0,77,0.0,1,Personal Auto,Personal L3,Offer4,Branch,432.0,Four-Door Car,Medsize,February
7465,WA,5554.0,No,Extended,College,Unemployed,F,0,Suburban,Single,92,30.0,64,3.0,9,Personal Auto,Personal L3,Offer1,Branch,662.0,Four-Door Car,Medsize,January
7466,CA,2722.0,No,Basic,High School or Below,Employed,F,43278,Suburban,Married,68,10.0,10,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,326.0,Four-Door Car,Small,January
7467,AZ,15785.0,No,Premium,College,Employed,F,81119,Suburban,Married,196,3.0,67,0.0,3,Corporate Auto,Corporate L3,Offer4,Web,941.0,SUV,Medsize,February
7468,OR,2491.0,Yes,Basic,Doctor,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L2,Offer1,Agent,68.0,Four-Door Car,Large,January
7469,AZ,24249.0,No,Basic,Bachelor,Employed,F,33651,Urban,Married,69,21.0,37,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,329.0,Four-Door Car,Medsize,February
7470,OR,6500.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,61,13.0,37,0.0,2,Personal Auto,Personal L3,Offer1,Agent,293.0,Four-Door Car,Medsize,January
7471,CA,13771.0,Yes,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,557.0,Four-Door Car,Medsize,February
7472,NV,2658.0,No,Basic,College,Employed,F,22724,Rural,Single,69,21.0,39,0.0,1,Personal Auto,Personal L1,Offer3,Agent,9.0,Four-Door Car,Medsize,January
7473,NV,4893.0,No,Basic,Bachelor,Employed,F,43199,Suburban,Married,61,23.0,31,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,334.0,Four-Door Car,Medsize,January
7474,NV,5388.0,No,Basic,College,Employed,M,48895,Urban,Married,68,16.0,27,0.0,7,Corporate Auto,Corporate L1,Offer1,Web,325.0,Four-Door Car,Large,January
7475,AZ,7745.0,No,Basic,High School or Below,Disabled,F,26444,Suburban,Married,196,4.0,14,0.0,1,Personal Auto,Personal L1,Offer1,Branch,941.0,Luxury Car,Medsize,January
7476,WA,6819.0,No,Extended,Doctor,Employed,F,22492,Rural,Divorced,85,34.0,88,0.0,7,Personal Auto,Personal L2,Offer2,Agent,62.0,Two-Door Car,Medsize,January
7477,CA,3792.0,No,Extended,College,Employed,F,41212,Urban,Married,95,13.0,27,0.0,1,Personal Auto,Personal L1,Offer4,Web,405.0,Four-Door Car,Medsize,January
7478,OR,5066.0,No,Basic,High School or Below,Employed,F,43460,Suburban,Married,63,4.0,18,0.0,3,Personal Auto,Personal L2,Offer3,Branch,302.0,Four-Door Car,Small,February
7479,NV,4882.0,No,Extended,High School or Below,Employed,F,21236,Rural,Married,123,3.0,12,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,131.0,SUV,Medsize,February
7480,AZ,4079.0,No,Premium,High School or Below,Unemployed,M,0,Suburban,Married,114,12.0,43,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,631.0,Two-Door Car,Medsize,February
7481,CA,5246.0,Yes,Basic,Bachelor,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L1,Offer1,Agent,457.0,Two-Door Car,Medsize,January
7482,OR,8584.0,No,Basic,College,Employed,M,53944,Suburban,Married,71,13.0,20,0.0,2,Personal Auto,Personal L3,Offer2,Web,341.0,Two-Door Car,Medsize,January
7483,CA,8162.0,No,Basic,College,Employed,M,32967,Suburban,Married,105,16.0,70,1.0,4,Personal Auto,Personal L2,Offer1,Branch,504.0,SUV,Small,February
7484,CA,9800.0,No,Extended,Bachelor,Employed,M,32245,Rural,Married,124,4.0,58,0.0,8,Personal Auto,Personal L2,Offer2,Agent,258.0,SUV,Medsize,January
7485,CA,24827.0,No,Basic,Doctor,Employed,F,67572,Urban,Married,102,7.0,55,0.0,2,Personal Auto,Personal L1,Offer1,Branch,296.0,Sports Car,Small,February
7486,AZ,8647.0,No,Extended,Bachelor,Employed,M,25964,Suburban,Married,76,21.0,87,2.0,2,Corporate Auto,Corporate L3,Offer1,Branch,365.0,Four-Door Car,Medsize,February
7487,AZ,8973.0,No,Basic,Master,Employed,F,69736,Urban,Married,111,11.0,7,0.0,3,Personal Auto,Personal L3,Offer1,Branch,424.0,SUV,Medsize,February
7488,CA,7463.0,Yes,Extended,College,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.0,Two-Door Car,Small,January
7489,CA,6600.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,110,18.0,95,3.0,7,Personal Auto,Personal L3,Offer1,Agent,1012.0,Sports Car,Medsize,February
7490,CA,2004.0,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Personal Auto,Personal L3,Offer1,Branch,317.0,Four-Door Car,Small,February
7491,CA,3939.0,Yes,Extended,Bachelor,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Agent,883.0,Four-Door Car,Small,January
7492,OR,3381.0,No,Extended,Bachelor,Employed,M,58109,Suburban,Divorced,86,9.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,413.0,Two-Door Car,Medsize,February
7493,OR,4653.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,1.0,4,1.0,4,Personal Auto,Personal L2,Offer1,Agent,585.0,Two-Door Car,Medsize,February
7494,NV,22856.0,No,Basic,Master,Medical Leave,F,20832,Rural,Married,65,8.0,32,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,56.0,Two-Door Car,Medsize,January
7495,CA,5093.0,No,Basic,College,Employed,M,46922,Suburban,Married,64,34.0,12,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,403.0,Two-Door Car,Medsize,January
7496,OR,13298.0,No,Basic,College,Employed,F,50631,Suburban,Married,112,19.0,12,4.0,2,Special Auto,Special L1,Offer2,Agent,785.0,SUV,Medsize,February
7497,CA,2424.0,No,Basic,Bachelor,Disabled,F,22590,Rural,Single,67,7.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,86.0,Two-Door Car,Medsize,January
7498,OR,38446.0,No,Extended,College,Employed,M,27398,Suburban,Married,125,4.0,71,1.0,2,Personal Auto,Personal L1,Offer4,Call Center,600.0,SUV,Medsize,January
7499,WA,5273.0,No,Basic,High School or Below,Employed,F,24423,Suburban,Divorced,67,5.0,62,0.0,6,Corporate Auto,Corporate L3,Offer1,Branch,322.0,Two-Door Car,Medsize,February
7500,AZ,4156.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,8.0,20,0.0,7,Corporate Auto,Corporate L3,Offer2,Agent,446.0,Four-Door Car,Medsize,January
7501,AZ,4669.0,Yes,Premium,High School or Below,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,557.0,Two-Door Car,Small,February
7502,OR,7017.0,No,Basic,College,Unemployed,F,0,Suburban,Single,103,29.0,91,0.0,6,Special Auto,Special L2,Offer1,Agent,742.0,SUV,Medsize,February
7503,WA,5680.0,No,Basic,Master,Employed,M,90353,Rural,Married,70,3.0,64,0.0,7,Personal Auto,Personal L1,Offer2,Branch,73.0,Two-Door Car,Medsize,January
7504,AZ,5034.0,No,Extended,College,Employed,F,77031,Suburban,Married,125,17.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,600.0,SUV,Medsize,February
7505,NV,6846.0,Yes,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,456.0,Two-Door Car,Large,January
7506,OR,22712.0,No,Basic,Doctor,Disabled,M,14119,Rural,Married,67,4.0,53,0.0,2,Special Auto,Special L1,Offer4,Agent,68.0,Two-Door Car,Medsize,January
7507,OR,7489.0,No,Basic,High School or Below,Employed,M,39602,Suburban,Divorced,64,15.0,59,0.0,2,Personal Auto,Personal L1,Offer3,Agent,307.0,Two-Door Car,Small,February
7508,AZ,8734.0,No,Basic,Bachelor,Employed,M,83210,Suburban,Divorced,110,0.0,25,0.0,3,Personal Auto,Personal L3,Offer3,Branch,528.0,Sports Car,Large,February
7509,CA,20315.0,No,Basic,High School or Below,Employed,F,63209,Rural,Married,102,20.0,28,2.0,2,Personal Auto,Personal L3,Offer1,Agent,207.0,SUV,Small,January
7510,CA,17224.0,No,Basic,High School or Below,Employed,F,85378,Suburban,Married,107,7.0,4,0.0,2,Corporate Auto,Corporate L1,Offer4,Call Center,514.0,SUV,Medsize,February
7511,CA,6134.0,No,Extended,High School or Below,Employed,M,43875,Urban,Divorced,78,18.0,33,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,289.0,Four-Door Car,Medsize,January
7512,CA,3143.0,No,Extended,Bachelor,Employed,M,43285,Urban,Single,83,35.0,77,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,266.0,Two-Door Car,Medsize,January
7513,OR,7019.0,Yes,Basic,College,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.0,Four-Door Car,Medsize,January
7514,WA,2657.0,No,Basic,High School or Below,Employed,M,62777,Rural,Single,67,34.0,32,0.0,1,Personal Auto,Personal L1,Offer4,Agent,101.0,Two-Door Car,Medsize,February
7515,CA,4359.0,No,Basic,High School or Below,Employed,M,86001,Suburban,Divorced,109,4.0,27,1.0,1,Personal Auto,Personal L3,Offer1,Agent,523.0,SUV,Medsize,January
7516,NV,15120.0,No,Basic,Doctor,Employed,M,47725,Rural,Married,63,10.0,66,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,142.0,Two-Door Car,Medsize,February
7517,CA,2719.0,No,Basic,High School or Below,Employed,M,37703,Rural,Divorced,70,11.0,51,0.0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.0,Two-Door Car,Medsize,February
7518,CA,7607.0,No,Basic,College,Unemployed,M,0,Suburban,Married,104,3.0,62,0.0,3,Personal Auto,Personal L2,Offer1,Branch,638.0,SUV,Small,January
7519,AZ,8717.0,Yes,Basic,College,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L2,Offer2,Agent,355.0,Four-Door Car,Large,February
7520,WA,6740.0,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,93,34.0,32,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,13.0,Four-Door Car,Medsize,January
7521,CA,7405.0,No,Basic,Bachelor,Disabled,F,22044,Rural,Divorced,65,35.0,70,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,10.0,Four-Door Car,Large,January
7522,OR,4171.0,Yes,Basic,Master,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L3,Offer2,Branch,514.0,SUV,Large,January
7523,OR,8508.0,No,Basic,College,Employed,F,56704,Rural,Married,71,33.0,50,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,85.0,Four-Door Car,Medsize,February
7524,CA,2628.0,No,Basic,Bachelor,Employed,F,94962,Suburban,Married,67,10.0,48,4.0,1,Personal Auto,Personal L2,Offer2,Agent,322.0,Two-Door Car,Large,January
7525,WA,18060.0,No,Basic,Bachelor,Employed,F,57882,Suburban,Single,115,1.0,61,0.0,2,Corporate Auto,Corporate L3,Offer1,Web,552.0,SUV,Medsize,January
7526,CA,4570.0,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,124,32.0,75,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,251.0,SUV,Large,January
7527,AZ,2200.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,29.0,72,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,298.0,Four-Door Car,Medsize,January
7528,NV,7407.0,No,Basic,Bachelor,Employed,F,38169,Rural,Married,62,18.0,82,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,72.0,Four-Door Car,Medsize,February
7529,CA,8164.0,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,85,9.0,37,3.0,2,Corporate Auto,Corporate L2,Offer1,Branch,791.0,Four-Door Car,Medsize,February
7530,CA,5205.0,No,Basic,Bachelor,Medical Leave,F,29406,Suburban,Married,68,33.0,79,0.0,6,Personal Auto,Personal L3,Offer1,Agent,326.0,Four-Door Car,Medsize,February
7531,OR,5261.0,No,Basic,High School or Below,Employed,M,90217,Suburban,Married,66,14.0,88,1.0,5,Personal Auto,Personal L1,Offer4,Web,317.0,Four-Door Car,Small,January
7532,OR,22644.0,No,Basic,High School or Below,Employed,M,93011,Rural,Divorced,113,17.0,12,0.0,2,Personal Auto,Personal L3,Offer4,Agent,281.0,SUV,Medsize,February
7533,CA,8200.0,No,Basic,Doctor,Employed,M,24814,Suburban,Single,69,31.0,48,0.0,2,Special Auto,Special L1,Offer2,Call Center,331.0,Two-Door Car,Medsize,January
7534,CA,5484.0,No,Basic,Bachelor,Employed,M,87777,Urban,Single,68,16.0,1,0.0,7,Personal Auto,Personal L2,Offer1,Branch,258.0,Two-Door Car,Medsize,January
7535,OR,4515.0,No,Premium,College,Employed,F,87517,Suburban,Married,112,1.0,28,1.0,1,Corporate Auto,Corporate L3,Offer2,Branch,802.0,Four-Door Car,Small,February
7536,CA,4015.0,No,Basic,Bachelor,Employed,M,28088,Suburban,Married,102,8.0,61,0.0,1,Personal Auto,Personal L2,Offer1,Agent,490.0,SUV,Small,February
7537,WA,3824.0,No,Extended,Doctor,Employed,F,62530,Rural,Married,95,35.0,28,0.0,1,Personal Auto,Personal L3,Offer4,Agent,62.0,Four-Door Car,Medsize,February
7538,CA,8871.0,No,Basic,College,Employed,M,91580,Urban,Married,73,14.0,52,0.0,2,Personal Auto,Personal L2,Offer2,Branch,291.0,Two-Door Car,Medsize,January
7539,OR,8535.0,No,Basic,Bachelor,Employed,F,47325,Rural,Married,107,0.0,92,0.0,6,Personal Auto,Personal L2,Offer1,Web,65.0,SUV,Small,February
7540,CA,7720.0,No,Basic,High School or Below,Employed,F,67332,Suburban,Married,192,3.0,10,0.0,1,Personal Auto,Personal L2,Offer4,Branch,922.0,Luxury Car,Medsize,February
7541,OR,28486.0,No,Basic,College,Employed,F,91871,Urban,Single,102,5.0,3,0.0,2,Personal Auto,Personal L2,Offer1,Web,347.0,SUV,Medsize,January
7542,OR,4993.0,No,Basic,College,Employed,F,75090,Rural,Married,63,10.0,67,1.0,7,Personal Auto,Personal L3,Offer4,Branch,101.0,Four-Door Car,Medsize,February
7543,OR,6105.0,No,Extended,College,Disabled,F,18690,Rural,Married,80,10.0,63,0.0,5,Personal Auto,Personal L2,Offer1,Agent,18.0,Four-Door Car,Medsize,February
7544,CA,5068.0,No,Basic,College,Employed,M,80846,Urban,Single,65,9.0,32,0.0,9,Corporate Auto,Corporate L2,Offer2,Agent,227.0,Four-Door Car,Medsize,January
7545,CA,2785.0,No,Basic,Master,Employed,M,61807,Rural,Divorced,70,0.0,96,0.0,1,Personal Auto,Personal L2,Offer4,Agent,104.0,Four-Door Car,Large,February
7546,OR,15395.0,No,Premium,Bachelor,Employed,M,35822,Suburban,Divorced,197,25.0,79,0.0,7,Personal Auto,Personal L2,Offer2,Agent,1405.0,SUV,Medsize,January
7547,CA,5219.0,No,Basic,Bachelor,Employed,M,21371,Suburban,Married,66,13.0,48,0.0,8,Personal Auto,Personal L2,Offer2,Branch,590.0,Four-Door Car,Small,February
7548,NV,15084.0,No,Extended,High School or Below,Employed,F,26021,Urban,Married,126,6.0,32,0.0,2,Personal Auto,Personal L2,Offer4,Agent,332.0,SUV,Small,January
7549,CA,7815.0,No,Basic,Bachelor,Employed,M,51972,Suburban,Married,66,19.0,22,0.0,2,Personal Auto,Personal L2,Offer2,Web,317.0,Four-Door Car,Medsize,February
7550,AZ,20097.0,Yes,Basic,High School or Below,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Agent,379.0,Two-Door Car,Large,January
7551,NV,5439.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,12.0,40,0.0,6,Personal Auto,Personal L3,Offer1,Branch,590.0,Four-Door Car,Small,January
7552,OR,4530.0,No,Basic,Bachelor,Employed,M,64270,Rural,Single,117,12.0,58,0.0,1,Personal Auto,Personal L3,Offer2,Agent,46.0,Sports Car,Small,February
7553,NV,3892.0,No,Basic,College,Employed,M,31409,Rural,Married,100,14.0,39,0.0,1,Corporate Auto,Corporate L2,Offer4,Agent,116.0,SUV,Medsize,January
7554,CA,5297.0,No,Basic,College,Medical Leave,F,23908,Suburban,Married,70,18.0,57,0.0,4,Personal Auto,Personal L3,Offer1,Agent,336.0,Four-Door Car,Medsize,February
7555,OR,6769.0,No,Extended,Bachelor,Employed,F,77001,Suburban,Single,85,4.0,58,0.0,3,Special Auto,Special L3,Offer2,Call Center,408.0,Four-Door Car,Medsize,January
7556,CA,9387.0,No,Basic,High School or Below,Employed,M,42090,Rural,Married,119,0.0,61,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,203.0,SUV,Medsize,February
7557,CA,13864.0,No,Basic,College,Unemployed,F,0,Suburban,Single,74,4.0,12,4.0,2,Personal Auto,Personal L1,Offer1,Agent,581.0,Four-Door Car,Large,February
7558,CA,9641.0,No,Extended,Bachelor,Employed,F,30431,Rural,Married,122,6.0,16,0.0,3,Corporate Auto,Corporate L1,Offer3,Call Center,133.0,SUV,Small,January
7559,OR,2463.0,No,Basic,High School or Below,Employed,M,99144,Suburban,Married,61,29.0,51,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,293.0,Four-Door Car,Medsize,January
7560,OR,19238.0,No,Basic,Bachelor,Employed,M,35624,Urban,Single,66,6.0,55,2.0,2,Personal Auto,Personal L1,Offer1,Call Center,227.0,Four-Door Car,Medsize,January
7561,OR,12881.0,No,Premium,College,Employed,M,24571,Suburban,Married,109,21.0,22,0.0,2,Personal Auto,Personal L3,Offer1,Agent,523.0,Four-Door Car,Medsize,February
7562,CA,4594.0,No,Basic,High School or Below,Employed,F,39053,Suburban,Married,114,5.0,66,0.0,1,Personal Auto,Personal L1,Offer3,Agent,547.0,Sports Car,Medsize,February
7563,NV,7492.0,No,Basic,College,Employed,F,39815,Rural,Divorced,64,17.0,68,0.0,2,Special Auto,Special L3,Offer3,Branch,91.0,Four-Door Car,Medsize,January
7564,OR,4776.0,No,Basic,Master,Unemployed,M,0,Urban,Single,67,10.0,38,0.0,9,Personal Auto,Personal L3,Offer2,Web,315.0,Four-Door Car,Medsize,February
7565,NV,2545.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,6.0,65,0.0,1,Special Auto,Special L3,Offer1,Agent,341.0,Four-Door Car,Medsize,January
7566,OR,14436.0,No,Extended,College,Employed,M,70600,Suburban,Divorced,122,26.0,5,1.0,2,Personal Auto,Personal L3,Offer2,Call Center,637.0,SUV,Medsize,February
7567,AZ,5332.0,Yes,Basic,Doctor,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Special Auto,Special L2,Offer2,Branch,310.0,Four-Door Car,Medsize,February
7568,OR,3861.0,Yes,Extended,College,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L3,Offer2,Branch,281.0,Four-Door Car,Medsize,January
7569,OR,2520.0,No,Basic,College,Unemployed,M,0,Rural,Married,70,18.0,47,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,63.0,Four-Door Car,Medsize,January
7570,OR,16549.0,No,Extended,Bachelor,Employed,F,81639,Rural,Single,82,33.0,26,0.0,2,Special Auto,Special L3,Offer2,Call Center,48.0,Four-Door Car,Medsize,January
7571,AZ,5137.0,No,Basic,High School or Below,Employed,M,93872,Urban,Married,64,23.0,6,0.0,6,Personal Auto,Personal L3,Offer4,Web,206.0,Four-Door Car,Medsize,February
7572,CA,16548.0,No,Basic,High School or Below,Employed,M,46593,Rural,Married,70,3.0,81,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,129.0,Two-Door Car,Medsize,January
7573,CA,3211.0,No,Extended,Bachelor,Disabled,M,16269,Suburban,Divorced,86,6.0,84,0.0,1,Corporate Auto,Corporate L2,Offer3,Agent,413.0,Two-Door Car,Medsize,February
